Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.702,61.25,61.735,62.188,62.26,62.27,62.646,62.406,62.443,62.941,61.454
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,560.621505463146,606.694676337726,651.417134470046,637.087099117099,625.054941813938,565.569730408751,522.082215583898,525.469770891619,491.337221382603,496.6025042585,510.787063366811
Afghanistan,AFG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.56967163,8.56190777,7.89716864,8.80596447,9.52887821,10.10534763,11.81859016,12.62081718,14.20841885,14.83131981,15.53361416
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.48560333252,101.542083740234,106.575317382812,107.942840576172,109.829452514648,106.773551940918,106.784042358398,106.54354095459,107.687660217285,109.075309753418,..
Afghanistan,AFG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,62,64,59,57,60,62,64,64,66,57,57
Afghanistan,AFG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,88,84.3,80.8,77.6,74.6,71.9,69.4,67.1,64.8,62.7,60.7
Afghanistan,AFG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Afghanistan,AFG,"Population, total",SP.POP.TOTL,28284089,29347708,30560034,31622704,32792523,33831764,34700612,35688935,36743039,37856121,39068979
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.414,78.303,78.084,77.995,78.029,78.358,78.643,78.9,79.238,79.467,77.824
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,4149.14469936847,4465.70914328865,4280.93316338873,4542.92903556739,4793.59751131525,4199.53912925398,4457.63412207495,5006.36012951959,5897.65452588774,6069.43903131027,6027.91350716348
Albania,ALB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.16333199,6.11026192,6.08504725,6.20897436,6.35884142,6.38810158,6.65018797,6.50111914,6.59002447,6.78144073,7.46513748
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,99.8618342722087,101.580273662891,102.067360891559,101.474954848321,105.770581813858,105.688652991606,105.324777401077,105.414970908323,104.568015324639,102.58954115148,100.020970049835
Albania,ALB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,98,99,98,97,96,96,94,95,91
Albania,ALB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,13.3,12.2,11.2,10.5,9.9,9.6,9.4,9.3,9.3,9.4,9.4
Albania,ALB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Albania,ALB,"Population, total",SP.POP.TOTL,2913021,2905195,2860708,2816902,2773767,2731293,2689469,2648285,2607733,2567801,2528480
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.144,74.383,74.609,74.809,74.992,75.159,75.31,75.431,75.555,75.682,73.257
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,4912.78585503672,5916.31364364343,6033.64884689543,5979.60138960585,6094.69392314956,4685.05902729002,4424.98529027556,4554.66753957828,4577.21029180491,4468.45341883656,3743.5419522929
Algeria,DZA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.64001417,4.82567501,5.63658524,5.64541769,6.01484108,6.33435678,6.00080872,5.9484539,5.9323926,5.41732121,5.63830757
Algeria,DZA,"School enrollment, primary (% gross)",SE.PRM.ENRR,113.807026512965,112.733764527322,112.067747390185,112.336630248486,111.144837219297,109.584787441309,109.072307418092,108.062271942986,107.095121871029,106.067513980116,108.531941210547
Algeria,DZA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,95,95,95,95,95,94,88,80,80,80
Algeria,DZA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,28.1,27.3,26.6,25.9,25.4,24.9,24.5,24,23.7,23.3,22.9
Algeria,DZA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Algeria,DZA,"Population, total",SP.POP.TOTL,36188236,36903376,37646166,38414171,39205031,40019529,40850721,41689299,42505035,43294546,44042091
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.587,72.662,72.709,72.769,72.687,72.654,72.64,72.801,72.794,72.751,72.672
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,10375.1720141957,10383.459331451,11745.4899153958,11813.5022034589,12026.3344929488,12727.4102651386,12843.3342903627,11863.6839452565,12552.0546868861,12886.1359517218,14489.2586563775
American Samoa,ASM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,55228,54895,54489,54006,53466,52878,52245,51586,50908,50209,49761
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.197,84.296,84.334,84.406,84.485,84.532,84.489,84.359,84.242,84.098,79.418
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,42746.830952263,46657.1561204071,41500.5435782722,42470.3161158563,44369.6596894579,38654.9347217207,40129.8192026671,40672.9943362327,42819.774579353,41257.8045861543,37361.090067211
Andorra,AND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.68835258,7.62052774,6.71966314,6.79758358,6.77313089,6.91368532,6.94162941,7.07158232,7.37781096,7.32238626,8.78462029
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,84.648193359375,85.8956298828125,83.2157974243164,84.7323532104492,87.0263326910726,88.5957446808511,91.0415773681955,90.2031316123572,90.7088926174497,90.3239289446186,89.4271272114575
Andorra,AND,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,98,95,96,96,97,99,99,99,98
Andorra,AND,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.5,4.3,4.1,3.9,3.7,3.5,3.4,3.2,3.1,3,2.9
Andorra,AND,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population, total",SP.POP.TOTL,80706,77783,76834,75194,73737,72174,72181,73763,75162,76474,77380
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.242,58.093,58.916,59.705,60.396,61.042,61.619,62.122,62.622,63.051,63.116
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,4101.63715564669,5184.15269151846,5702.45306277434,5688.57916213471,5649.68762467535,3641.72893920253,2082.37343594705,2832.14997950512,2891.83032378747,2507.86807213642,1749.1794838482
Angola,AGO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.36373854,2.35561895,2.13677311,2.4297719,2.15680027,2.29966879,2.39068723,2.4379425,2.29887486,2.20394278,2.81688905
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,113.87258174337,128.386344899029,..,..,..,120.580276489258,..,..,..,..,..
Angola,AGO,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,59,59,59,59,56,52,49,47,56,59,54
Angola,AGO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,83.4,77.2,72,67.9,64.5,61.8,59.6,57.9,56.5,55.3,54.2
Angola,AGO,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.7
Angola,AGO,"Population, total",SP.POP.TOTL,23294825,24218352,25177394,26165620,27160769,28157798,29183070,30234839,31297155,32375632,33451132
Antigua and Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.701,77.023,77.1,77.05,76.912,76.892,76.968,77.03,77.132,77.168,77.161
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,15217.3950790922,14911.7275084471,15639.8078114787,15051.5113587425,15532.1062063584,16077.6340769406,16556.8551801588,16965.7288273816,18273.4270684912,18896.3721832248,15369.6082250401
Antigua and Barbuda,ATG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.75770044,4.81000614,4.81754541,4.9103117,5.32218313,4.90963078,4.93979549,4.66318989,4.6865654,4.27709961,5.68408012
Antigua and Barbuda,ATG,"School enrollment, primary (% gross)",SE.PRM.ENRR,120.18367767334,117.199310302734,113.619567871094,113.245916212913,112.459922790527,110.396583557129,107.432655305113,109.74291229248,112.740837097168,112.847576892521,..
Antigua and Barbuda,ATG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98,99,98,96,93,91,88,99,96,97,89
Antigua and Barbuda,ATG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,12,11.8,11.6,11.4,11.2,11,10.8,10.7,10.5,10.3,10.1
Antigua and Barbuda,ATG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.7,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1,1
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,85320,86332,87260,88064,88765,89409,89969,90468,90926,91364,91846
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.68,76.1,75.802,75.829,76.268,76.6,76.105,76.543,76.77,76.847,75.878
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,10260.1313108254,12704.2831819684,12949.717486654,12963.675773326,12233.1444119186,13679.6264980954,12699.9623137756,14532.5009308511,11752.7998922979,9955.97478680428,8535.59938004389
Argentina,ARG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.4852438,9.51042366,9.8851881,9.92091465,9.79773045,10.27364159,10.05355549,10.26057911,10.17289257,10.11911297,10.67246342
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,118.128196716309,117.372833251953,116.43643951416,114.421348571777,113.873519897461,112.936653137207,111.654647827148,109.879669189453,109.305458068848,109.338218688965,108.504623413086
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,95,94,94,95,89,90,90,94,86,77
Argentina,ARG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,14.4,13.9,13.3,12.7,12.2,11.7,11.4,11,10.7,10.5,10.3
Argentina,ARG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Argentina,ARG,"Population, total",SP.POP.TOTL,41288694,41730660,42161721,42582455,43024071,43477012,43900313,44288894,44654882,44973465,45191965
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.1731707317073,73.8170731707317,74.119512195122,74.6219512195122,74.8731707317073,74.8707317073171,74.8682926829268,75.2170731707317,75.619512195122,76.2219512195122,73.3756097560976
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,3041.34450723339,3349.55309771906,3511.56399687426,3680.16692158886,3852.11800610384,3512.39350276709,3524.42476874707,3869.05373867752,4196.00562301769,4597.22887399548,4268.68093304583
Armenia,ARM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.23538303,9.37588882,9.13455009,10.32345009,10.17827892,10.11762714,9.95194912,10.36270332,10.00543404,11.3798008,12.24056244
Armenia,ARM,"School enrollment, primary (% gross)",SE.PRM.ENRR,100.985866600546,98.334903726507,97.0881274408756,95.8742927261572,94.4177603466209,93.088059144009,93.1108003536782,93.0989957836376,92.1345008167579,92.3228240527597,92.8692618061259
Armenia,ARM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,97,97,97,97,97,97,96,95,95,94
Armenia,ARM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,18.7,17.8,16.9,16.1,15.4,14.7,14,13.3,12.7,12.1,11.6
Armenia,ARM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3
Armenia,ARM,"Population, total",SP.POP.TOTL,3044800,3027900,3024100,3022000,3013800,3004600,2992300,2979400,2969000,2962500,2961500
Aruba,ABW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.297,74.578,74.841,75.072,75.261,75.405,75.54,75.62,75.88,76.019,75.406
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,24093.1401510626,25712.3843015186,25119.6655449838,25813.5714408438,26129.8390617693,27458.2201537506,27441.5502144601,28440.0416881491,30082.1584226798,30654.4851235397,22664.3709949437
Aruba,ABW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"School enrollment, primary (% gross)",SE.PRM.ENRR,119.795837402344,106.374038696289,104.07494354248,114.985320023488,116.261992182873,115.01140867059,113.637463697967,..,107.985168457031,108.025001525879,107.235336303711
Aruba,ABW,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Population, total",SP.POP.TOTL,101838,102591,104110,105675,106807,107906,108727,108735,108908,109203,108587
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.6951219512195,81.8951219512195,82.0463414634146,82.1487804878049,82.3,82.4,82.4487804878049,82.5,82.7487804878049,82.9,83.2
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,52313.8939041213,62799.3895017032,68301.4402512587,68476.6788496118,62817.2061751737,56970.3613028094,50084.4440606385,54117.547718609,57410.1737346009,55194.7585097428,51983.4523666382
Australia,AUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.4193306,8.53425312,8.67020702,8.7465601,9.82833862,10.13642025,10.08958244,10.10880566,10.08907509,10.25421429,10.70324135
Australia,AUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.488502502441,105.274879455566,105.669723510742,105.802581787109,105.461601257324,101.665489196777,101.180686950684,100.637657165527,100.398712158203,100.199699401855,99.9011077880859
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,94,94,94,94,95,95,94,94,94,93
Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.8,4.5,4.3,4.1,4,3.9,3.8,3.8,3.8,3.8,3.8
Australia,AUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Australia,AUS,"Population, total",SP.POP.TOTL,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24592588,24963258,25334826,25649248
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.5804878048781,80.9829268292683,80.9365853658537,81.1365853658537,81.490243902439,81.190243902439,81.6414634146342,81.6439024390244,81.6926829268293,81.8951219512195,81.1926829268293
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,46611.1393420232,51116.8953522042,48250.4059142637,50305.3545774973,51314.9722616322,43915.228020857,45061.4993920192,47163.7425775142,51194.0749841299,49885.9947355204,48716.4098900349
Austria,AUT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.31620026,10.1370182,10.30198097,10.40574837,10.51159096,10.51688385,10.51713753,10.57132816,10.5157156,10.62530422,11.41292953
Austria,AUT,"School enrollment, primary (% gross)",SE.PRM.ENRR,100.835540771484,100.558326721191,100.335113525391,100.746078491211,100.970321655273,101.104393005371,100.428077697754,101.104568481445,101.370300292969,101.776290893555,101.560852050781
Austria,AUT,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,80,84,88,92,96,96,95,96,94,95,95
Austria,AUT,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.3,4.2,4,3.9,3.8,3.7,3.6,3.6,3.5,3.5,3.4
Austria,AUT,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Population, total",SP.POP.TOTL,8363404,8391643,8429991,8479823,8546356,8642699,8736668,8797566,8840521,8879920,8916864
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.309,70.565,71.08,71.485,71.93,72.349,72.568,72.694,73.016,73.29,70.312
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,5843.5337683582,7189.81869211976,7495.86527658099,7875.34536661549,7890.84028062087,5500.50364628486,3880.6852276838,4147.1981423222,4739.7943123408,4805.75371765917,4229.91064904503
Azerbaijan,AZE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.64634848,2.59547186,3.15682149,3.22551084,3.58703041,4.34131384,4.42241955,4.07396507,3.83661342,4.18188763,5.84817696
Azerbaijan,AZE,"School enrollment, primary (% gross)",SE.PRM.ENRR,93.7623031735616,95.573632238702,97.9553073516457,100.500447800934,106.059885931559,106.601494422512,106.431739366993,103.294100040645,99.7221014157127,97.9353503349024,98.2360713897839
Azerbaijan,AZE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,89,88,86,86,85,84,81,80,77,78,61
Azerbaijan,AZE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,37.8,35.5,33.4,31.4,29.6,27.9,26.5,25.1,23.8,22.7,21.5
Azerbaijan,AZE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,9054332,9173082,9295784,9416801,9535079,9649341,9757812,9854033,9939771,10024283,10093121
"Bahamas, The",BHS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.449,73.571,73.707,73.93,74.029,73.805,74.042,74.031,74.062,71.408,72.994
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,27473.100430502,27090.8376801379,28552.0242683151,27642.7419759179,29137.2175632622,30719.405417469,30616.5363157284,31875.4881749619,32642.3353203452,33640.3369861278,26178.7537607708
"Bahamas, The",BHS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.25594234,5.32398558,5.3190918,5.68411207,5.64133978,5.244627,5.65515327,6.6036396,5.83890343,5.70484161,7.3983264
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.482355070278,110.135749348524,103.677382284453,94.6404443777211,94.388210777017,96.2606649014416,90.4117265380759,..,88.5500765329091,91.9375456537619,..
"Bahamas, The",BHS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,90,91,92,92,94,89,90,89,83,87
"Bahamas, The",BHS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,15.4,15.1,14.7,14.4,14.2,14,13.8,13.7,13.5,24.3,13.3
"Bahamas, The",BHS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.8,1.7,1.7,1.6,1.6,1.5,1.5,1.4,1.4,1.3,1.3
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,367478,371729,375469,378953,382298,385346,388055,390485,392717,394675,395863
Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.593,79.141,79.622,79.998,80.214,80.338,80.407,80.407,80.412,80.471,78.683
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,21819.3291098099,25032.7867743333,26438.6733230428,26989.7601148469,26451.7965647453,23734.0551143019,23800.001440631,24784.7693514607,26324.4066549559,27259.7438599327,24342.8444554718
Bahrain,BHR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.92259479,3.7181015,3.95061135,4.14491081,4.2369051,4.75126362,4.62360859,4.30236721,3.94324946,3.78430986,4.55685711
Bahrain,BHR,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,96.1195941897225,101.803222781141,107.464276011953,104.369512763844,100.237015471325,99.8968591364868,98.7361755496891,96.8386151592259,96.7754137910744,..
Bahrain,BHR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,99,99,99,99,99,99,99,99,99
Bahrain,BHR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,8.6,8.3,8.1,7.9,7.8,7.7,7.6,7.7,7.7,7.8,8
Bahrain,BHR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Bahrain,BHR,"Population, total",SP.POP.TOTL,1228543,1195020,1208964,1253191,1314562,1370322,1423726,1501116,1503091,1483756,1472204
Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.009,68.499,68.989,69.487,70.016,70.543,71.075,71.606,72.122,72.625,71.421
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,757.385280361508,837.336944695647,859.680536375497,958.262989798283,1094.46199702838,1224.38647668165,1649.28380858601,1811.08221668646,1965.24372731467,2129.79896954606,2248.85078828233
Bangladesh,BGD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.28807664,2.36418128,2.3537879,2.29574466,2.27915168,2.27217698,2.38938212,2.36720181,2.31622243,2.12712646,2.18254924
Bangladesh,BGD,"School enrollment, primary (% gross)",SE.PRM.ENRR,94.7762261175806,..,..,..,..,..,..,105.128820425409,107.18995771035,..,110.066619873047
Bangladesh,BGD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,88,93,88,91,94,97,97,97,97,97,97
Bangladesh,BGD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,48.7,46.5,44.4,42.4,40.5,38.5,36.7,35,33.5,32.3,31.4
Bangladesh,BGD,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Bangladesh,BGD,"Population, total",SP.POP.TOTL,152201981,153591076,155070101,156532141,157964929,159383179,160811932,162186147,163523103,164913055,166298024
Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.488,75.599,75.737,75.816,75.926,76.055,76.168,76.237,76.378,76.495,76.647
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,19723.2381931602,20146.2381264508,19811.2953079751,20384.4910233555,20423.7177921163,20429.4747123553,20311.4094163764,20870.7596432179,21378.2201267496,21929.435611489,19180.9915228365
Barbados,BRB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.97029495,6.05910301,6.85218811,6.48274279,6.09732294,6.09170628,6.19479513,6.0020504,5.83037996,5.67476797,6.7272892
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,100.026486558072,100.607875564296,..,..,96.4334517627767,95.4051834276328,95.319325026438,94.3660015740012,94.4722209242559,94.7561440274338,94.5134829805
Barbados,BRB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,85,93,90,87,95,96,92,92,85,92,89
Barbados,BRB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,13.9,13.7,13.5,13.3,13.1,12.8,12.4,12.1,11.8,11.4,11.1
Barbados,BRB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.1,1.1
Barbados,BRB,"Population, total",SP.POP.TOTL,275243,276139,276938,277665,278348,278990,279598,280171,280711,281207,281698
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.4048780487805,70.5536585365854,71.9658536585366,72.4707317073171,72.9707317073171,73.6243902439025,73.8268292682927,74.1292682926829,74.1756097560976,74.2268292682927,72.1385609756098
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,6034.67885177216,6527.6593428786,6953.21591683101,7998.0802045456,8341.31809294883,5967.05595058777,5039.77560949445,5785.54491935194,6360.037502312,6837.77339645635,6542.85579976768
Belarus,BLR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.65694332,4.87452745,5.24538946,5.69563103,5.38792181,6.06528044,5.91054153,5.75974846,5.52699471,5.86133814,6.40607214
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,100.778805231093,100.927399800314,100.103580941107,99.4024127097705,98.8196297844518,98.4724784063299,99.4165601023018,98.9911352828846,98.2260831226448,97.0494273050719,95.5250148309274
Belarus,BLR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,98,99,99,99,98,97,98,98,97
Belarus,BLR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,5.6,5.2,4.9,4.6,4.3,4.1,3.9,3.6,3.4,3.1,2.9
Belarus,BLR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Population, total",SP.POP.TOTL,9483836,9461643,9446836,9443211,9448515,9461076,9469379,9458989,9438785,9419758,9379952
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.1829268292683,80.5853658536585,80.3853658536585,80.5878048780488,81.2878048780488,80.9926829268293,81.4390243902439,81.4926829268293,81.5951219512195,81.9951219512195,80.6951219512195
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,44197.393671162,47760.8298776546,44874.1709182123,46964.5946777056,47995.7786961339,40893.804537772,41854.5498296444,44035.3239358548,47487.2100392561,46716.6227467964,45906.2875805246
Belgium,BEL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.41325188,10.41302204,10.5865345,10.63787556,10.62032604,10.88387299,10.89833736,10.94042683,10.9937973,10.85831451,11.46253014
Belgium,BEL,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.236808776855,101.269889831543,101.520362854004,103.191062927246,103.104873657227,102.243827819824,102.055862426758,102.752861022949,102.500366210938,102.148559570312,102.064270019531
Belgium,BEL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,95,96,96,96,96,96,96,96,96,96
Belgium,BEL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.5,4.4,4.3,4.2,4.1,4.1,4.1,4,4,3.9,3.9
Belgium,BEL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
